site name,AOD Latitude,AOD Longitude,firstdate,datetime,AerosolOpticalThicknessPassedThresholdMean,AerosolModelMW,UVAerosolIndex,VISAerosolIndex,AerosolOpticalThicknessPassedThresholdStd,SolarZenithAngle,TerrainReflectivity,ViewingZenithAngle,SingleScatteringAlbedoPassedThresholdMean,SingleScatteringAlbedoPassedThresholdStd,AerosolOpticalThicknessMW0,AerosolOpticalThicknessMW1,AerosolOpticalThicknessMW2,AerosolOpticalThicknessMW3,AerosolOpticalThicknessMW4,SingleScatteringAlbedoMW0,SingleScatteringAlbedoMW1,SingleScatteringAlbedoMW2,SingleScatteringAlbedoMW3,SingleScatteringAlbedoMW4
QS  and Icacos,-18.375,-65.875,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,14.49,-0.05,nan,45.977,45,28.728,nan,nan,241,226,205,196,188,847,854,857,857,857
Sabana,-18.375,-65.625,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,14.49,-0.05,nan,45.977,45,28.728,nan,nan,241,226,205,196,188,847,854,857,857,857
Roosevelt Roads,-18.125,-65.625,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,13.63,-1.92,nan,45.783,56,28.728,nan,nan,194,181,164,157,151,847,854,857,857,857
Humacao,-18.125,-65.875,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,13.63,-1.92,nan,45.783,56,28.728,nan,nan,194,181,164,157,151,847,854,857,857,857
Culebra,-18.375,-65.375,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,14.49,-0.05,nan,45.977,45,28.728,nan,nan,241,226,205,196,188,847,854,857,857,857
Vieques,-18.125,-65.375,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,13.63,-1.92,nan,45.783,56,28.728,nan,nan,194,181,164,157,151,847,854,857,857,857
Atlantic north of QS,-18.625,-65.875,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-04-29 00:00:00,2019-05-01 03:11:00,nan,2333,12.97,-0.33,nan,46.269,73,28.729,nan,nan,256,240,217,208,199,847,854,857,857,857
QS  and Icacos,-18.375,-65.875,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-04-30 00:00:00,2019-05-02 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-01 00:00:00,2019-05-03 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,2133,1.94,-10.77,nan,51.633,63,62.555,nan,nan,2731,2548,2295,2195,2097,938,942,943,944,944
Sabana,-18.375,-65.625,2019-05-02 00:00:00,2019-05-04 03:09:00,1894,2222,1.55,-12.11,0,51.818,63,62.556,889,0,3042,2623,2183,2032,1894,898,897,893,891,889
Roosevelt Roads,-18.125,-65.625,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,nan,1.23,-8.79,nan,52.246,36,65.536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,nan,1.39,-11.53,nan,51.448,56,62.554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,2121,1.01,-9.36,nan,52.429,53,65.538,nan,nan,6451,5341,4267,3915,3602,943,940,936,934,932
Vieques,-18.125,-65.375,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,nan,1.23,-8.79,nan,52.246,36,65.536,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,nan,1.77,-12.1,nan,51.911,67,62.556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-02 00:00:00,2019-05-04 03:09:00,nan,nan,1.77,-12.1,nan,51.911,67,62.556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-03 00:00:00,2019-05-06 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-04 00:00:00,2019-05-07 05:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,0.6,-11.23,nan,41.71,50,45.245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,0.6,-11.23,nan,41.71,50,45.245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,0.31,-13.83,nan,41.497,60,45.244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,0.31,-13.83,nan,41.497,60,45.244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,0.6,-11.23,nan,41.71,50,45.245,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,0.31,-13.83,nan,41.497,60,45.244,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,-0.76,-11.68,nan,41.922,50,45.246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-05 00:00:00,2019-05-07 05:10:00,nan,nan,-0.76,-11.68,nan,41.922,50,45.246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,1.47,-11.1,nan,48.265,67,35.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,0.76,-11.27,nan,48.475,50,37.666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,0.78,-10.29,nan,48.376,50,37.666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,1.47,-11.1,nan,48.265,67,35.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,-0.34,-15.02,nan,48.797,54,39.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,-0.66,-14.6,nan,48.503,61,39.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,0.78,-12.16,nan,48.463,69,35.404,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-06 00:00:00,2019-05-08 03:10:00,nan,nan,1.05,-12.64,nan,48.672,50,37.666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-07 00:00:00,2019-05-09 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-08 00:00:00,2019-05-10 02:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,nan,0.52,-10.12,nan,54.751,52,68.747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,1111,-0.38,-16.75,nan,39.953,55,66.294,nan,nan,101,81,64,58,53,1000,1000,1000,1000,1000
Roosevelt Roads,-18.125,-65.625,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,nan,-0.87,-15.89,nan,39.732,55,66.293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,nan,-0.87,-15.89,nan,39.732,55,66.293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,1111,-0.38,-16.75,nan,39.953,55,66.294,nan,nan,101,81,64,58,53,1000,1000,1000,1000,1000
Vieques,-18.125,-65.375,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,nan,-0.87,-15.89,nan,39.732,55,66.293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-09 00:00:00,2019-05-11 03:10:00,nan,nan,-0.49,-11.2,nan,54.197,91,65.54,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-09 00:00:00,2019-05-11 03:10:00,59,1111,0.05,-16.38,12,40.174,52,66.296,934,nan,98,79,62,56,52,1000,1000,1000,1000,1000
QS  and Icacos,-18.375,-65.875,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,-0.12,-15.09,nan,45.402,53,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,-0.12,-15.09,nan,45.402,53,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,-0.57,-14.43,nan,45.193,53,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,-0.57,-14.43,nan,45.193,53,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,0.26,-14.74,nan,45.61,69,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-10 00:00:00,2019-05-12 04:14:00,nan,nan,0.26,-14.74,nan,45.61,69,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,0.75,-10.58,nan,52.69,54,59.733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,0.75,-10.58,nan,52.69,54,59.733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,0.71,-7.17,nan,52.497,64,59.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,0.71,-7.17,nan,52.497,64,59.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,0.75,-10.58,nan,52.69,54,59.733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,0.71,-7.17,nan,52.497,64,59.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,1.24,-8.52,nan,52.979,69,59.735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-11 00:00:00,2019-05-13 03:10:00,nan,nan,1.24,-8.52,nan,52.979,69,59.735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,0.08,-9.7,nan,44.157,54,36.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,0.08,-9.7,nan,44.157,54,36.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,-0.7,-8.56,nan,43.943,54,36.009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,-0.7,-8.56,nan,43.943,54,36.009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,0.08,-9.7,nan,44.157,54,36.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,-0.7,-8.56,nan,43.943,54,36.009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,-1.16,-10.02,nan,44.129,54,38.28,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-12 00:00:00,2019-05-14 04:15:00,nan,nan,-0.99,-9.04,nan,44.37,54,36.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-13 00:00:00,2019-05-15 03:15:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Roosevelt Roads,-18.125,-65.625,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Humacao,-18.125,-65.875,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Culebra,-18.375,-65.375,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Vieques,-18.125,-65.375,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of QS,-18.625,-65.875,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Atlantic north of Fajardo,-18.625,-65.625,2019-05-14 00:00:00,2019-05-16 03:14:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2019-05-15 00:00:00,2019-05-17 03:13:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2019-05-15 00:00:00,2019-05-17 03:13:00,nan,nan,12.91,-2.08,nan,49.558,68,28.729,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
