site name,AOD Latitude,AOD Longitude,firstdate,datetime,AerosolOpticalThicknessPassedThresholdMean,AerosolModelMW,UVAerosolIndex,VISAerosolIndex,AerosolOpticalThicknessPassedThresholdStd,SolarZenithAngle,TerrainReflectivity,ViewingZenithAngle,SingleScatteringAlbedoPassedThresholdMean,SingleScatteringAlbedoPassedThresholdStd,AerosolOpticalThicknessMW0,AerosolOpticalThicknessMW1,AerosolOpticalThicknessMW2,AerosolOpticalThicknessMW3,AerosolOpticalThicknessMW4,SingleScatteringAlbedoMW0,SingleScatteringAlbedoMW1,SingleScatteringAlbedoMW2,SingleScatteringAlbedoMW3,SingleScatteringAlbedoMW4
Sabana,-18.375,-65.625,2017-11-07 00:00:00,2017-11-09 04:07:00,nan,nan,-0.21,-12.57,nan,25.753,51,45.241,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-08 00:00:00,2017-11-10 01:15:00,nan,nan,1.43,-6.26,nan,35.3,61,35.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-08 00:00:00,2017-11-10 01:15:00,nan,nan,0.38,-8.87,nan,35.984,45,39.948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-09 00:00:00,2017-11-11 02:04:00,nan,nan,-0.6,-8.56,nan,22.248,61,60.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-09 00:00:00,2017-11-11 02:04:00,nan,nan,-0.6,-8.56,nan,22.248,61,60.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-10 00:00:00,2017-11-12 01:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-10 00:00:00,2017-11-12 01:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-11 00:00:00,2017-11-13 02:03:00,nan,nan,0.49,-1.6,nan,20.243,46,66.284,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-11 00:00:00,2017-11-13 02:03:00,nan,nan,0.29,-4.35,nan,20.251,45,66.285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-12 00:00:00,2017-11-14 03:03:00,nan,nan,0.03,-6.45,nan,29.591,55,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-12 00:00:00,2017-11-14 03:03:00,nan,nan,0.03,-6.45,nan,29.591,55,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-13 00:00:00,2017-11-15 02:03:00,nan,nan,0.22,-5.83,nan,39.758,53,59.724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-13 00:00:00,2017-11-15 02:03:00,nan,nan,0.22,-5.83,nan,39.758,53,59.724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-14 00:00:00,2017-11-16 03:19:00,nan,nan,-1.06,-12.23,nan,26.826,53,36.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-14 00:00:00,2017-11-16 03:19:00,nan,nan,-1.0,-13.19,nan,26.832,55,36.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-15 00:00:00,2017-11-17 02:03:00,nan,nan,1.01,-6.9,nan,36.301,62,44.604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-15 00:00:00,2017-11-17 02:03:00,nan,nan,1.23,-14.27,nan,37.183,46,49.407,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-16 00:00:00,2017-11-18 04:04:00,nan,nan,-2.84,-12.84,nan,23.823,54,52.544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-16 00:00:00,2017-11-18 04:04:00,nan,nan,-2.84,-12.84,nan,23.823,54,52.544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-17 00:00:00,2017-11-19 05:05:00,nan,nan,9.82,-8.63,nan,33.832,54,28.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-17 00:00:00,2017-11-19 05:05:00,nan,nan,9.22,-8.9,nan,33.837,54,28.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-18 00:00:00,2017-11-20 02:04:00,nan,nan,-2.61,-9.79,nan,19.871,71,66.285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-18 00:00:00,2017-11-20 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-19 00:00:00,2017-11-21 01:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-19 00:00:00,2017-11-21 01:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-20 00:00:00,2017-11-22 04:03:00,nan,2223,1.09,-11.32,nan,40.104,63,62.545,nan,nan,2901,2711,2450,2346,2244,890,895,897,898,898
Sabana,-18.375,-65.625,2017-11-20 00:00:00,2017-11-22 04:03:00,nan,2223,1.22,-11.38,nan,40.117,63,62.546,nan,nan,3387,3166,2861,2739,2620,890,895,897,898,898
QS  and Icacos,-18.375,-65.875,2017-11-21 00:00:00,2017-11-23 03:03:00,67,1114,-0.8,-13.33,26,27.559,57,27.113,915,nan,56,54,53,52,51,1000,1000,1000,1000,1000
Sabana,-18.375,-65.625,2017-11-21 00:00:00,2017-11-23 03:03:00,67,1114,-0.8,-13.33,26,27.559,57,27.113,915,nan,56,54,53,52,51,1000,1000,1000,1000,1000
QS  and Icacos,-18.375,-65.875,2017-11-22 00:00:00,2017-11-24 02:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-22 00:00:00,2017-11-24 02:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-23 00:00:00,2017-11-25 02:03:00,nan,nan,-0.07,-18.12,nan,24.817,57,45.242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-23 00:00:00,2017-11-25 02:03:00,nan,nan,-0.07,-18.12,nan,24.817,57,45.242,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-24 00:00:00,2017-11-26 02:03:00,nan,2331,2.03,-7.69,nan,34.214,63,35.4,nan,nan,6717,5625,4558,4204,3889,855,849,840,836,831
Sabana,-18.375,-65.625,2017-11-24 00:00:00,2017-11-26 02:03:00,nan,nan,0.87,-11.54,nan,34.884,45,39.948,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-25 00:00:00,2017-11-27 02:03:00,nan,nan,-1.17,-12.19,nan,22.065,49,57.712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-25 00:00:00,2017-11-27 02:03:00,nan,nan,-1.17,-12.19,nan,22.065,49,57.712,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-26 00:00:00,2017-11-28 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-26 00:00:00,2017-11-28 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-27 00:00:00,2017-11-29 02:05:00,nan,nan,-1.6,-3.23,nan,19.372,50,66.285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-27 00:00:00,2017-11-29 02:05:00,nan,nan,-1.83,-7.0,nan,19.343,45,66.287,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-28 00:00:00,2017-11-30 02:37:00,nan,nan,-0.76,-7.68,nan,28.51,55,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-28 00:00:00,2017-11-30 02:37:00,nan,nan,-0.76,-7.68,nan,28.51,55,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-29 00:00:00,2017-12-01 14:01:00,nan,nan,0.57,-4.12,nan,38.528,55,59.725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-29 00:00:00,2017-12-01 14:01:00,nan,nan,0.57,-4.12,nan,38.528,55,59.725,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-11-30 00:00:00,2017-12-05 08:05:00,nan,nan,-0.36,-7.08,nan,25.774,55,36.008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-11-30 00:00:00,2017-12-05 08:05:00,nan,nan,0.36,-5.9,nan,25.753,58,36.009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-01 00:00:00,2017-12-03 02:02:00,nan,nan,0.62,-6.26,nan,35.056,63,44.606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-01 00:00:00,2017-12-03 02:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-02 00:00:00,2017-12-04 02:02:00,nan,nan,-1.47,-10.98,nan,22.775,55,52.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-02 00:00:00,2017-12-04 02:02:00,nan,nan,-1.47,-10.98,nan,22.775,55,52.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-03 00:00:00,2017-12-05 01:03:00,nan,nan,6.87,-5.21,nan,32.593,56,28.727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-03 00:00:00,2017-12-05 01:03:00,nan,nan,7.3,-5.93,nan,32.581,59,28.727,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-04 00:00:00,2017-12-06 02:02:00,nan,nan,-1.48,-8.65,nan,18.883,79,66.289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-04 00:00:00,2017-12-06 02:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-05 00:00:00,2017-12-07 01:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-05 00:00:00,2017-12-07 01:32:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-06 00:00:00,2017-12-08 02:02:00,nan,nan,0.21,-8.96,nan,38.692,63,62.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-06 00:00:00,2017-12-08 02:02:00,nan,nan,0.21,-8.96,nan,38.692,63,62.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-07 00:00:00,2017-12-10 02:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-07 00:00:00,2017-12-10 02:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-08 00:00:00,2017-12-11 04:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-08 00:00:00,2017-12-11 04:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-09 00:00:00,2017-12-11 04:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-09 00:00:00,2017-12-11 04:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-10 00:00:00,2017-12-12 01:04:00,nan,nan,1.13,-5.26,nan,32.782,63,35.402,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-10 00:00:00,2017-12-12 01:04:00,nan,nan,1.18,-3.24,nan,33.438,46,39.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-11 00:00:00,2017-12-13 13:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-11 00:00:00,2017-12-13 13:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-12 00:00:00,2017-12-14 02:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-12 00:00:00,2017-12-14 02:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-13 00:00:00,2017-12-15 02:04:00,nan,nan,-1.15,-10.48,nan,18.14,55,66.294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-13 00:00:00,2017-12-15 02:04:00,nan,nan,-1.56,-12.98,nan,18.112,46,66.295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-14 00:00:00,2017-12-16 03:04:00,nan,nan,0.54,-7.65,nan,27.053,61,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-14 00:00:00,2017-12-16 03:04:00,nan,nan,0.54,-7.65,nan,27.053,61,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-15 00:00:00,2017-12-17 02:05:00,nan,nan,0.37,-10.03,nan,36.924,57,59.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-15 00:00:00,2017-12-17 02:05:00,nan,nan,0.37,-10.03,nan,36.924,57,59.732,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-16 00:00:00,2017-12-18 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-16 00:00:00,2017-12-18 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-17 00:00:00,2017-12-19 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-17 00:00:00,2017-12-19 02:05:00,nan,nan,0.93,-15.16,nan,34.336,55,49.412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-18 00:00:00,2017-12-20 03:06:00,nan,nan,-0.44,-4.58,nan,21.287,62,52.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-18 00:00:00,2017-12-20 03:06:00,nan,nan,-0.44,-4.58,nan,21.287,62,52.552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-19 00:00:00,2017-12-21 02:05:00,nan,nan,9.17,-5.6,nan,30.961,57,28.728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-19 00:00:00,2017-12-21 02:05:00,nan,nan,8.87,-5.79,nan,30.95,57,28.728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-20 00:00:00,2017-12-22 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-20 00:00:00,2017-12-22 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-21 00:00:00,2017-12-23 01:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-21 00:00:00,2017-12-23 01:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-22 00:00:00,2017-12-24 02:06:00,nan,nan,1.06,-3.83,nan,37.937,53,65.538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-22 00:00:00,2017-12-24 02:06:00,nan,nan,1.06,-3.83,nan,37.937,53,65.538,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-23 00:00:00,2017-12-26 17:20:00,nan,nan,-1.13,-5.79,nan,24.651,56,27.116,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-23 00:00:00,2017-12-26 17:20:00,nan,nan,-2.79,-1.28,nan,25.183,53,22.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-24 00:00:00,2017-12-26 17:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-24 00:00:00,2017-12-26 17:20:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-25 00:00:00,2017-12-27 03:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-25 00:00:00,2017-12-27 03:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-26 00:00:00,2017-12-28 02:05:00,nan,nan,0.5,-6.52,nan,31.027,68,35.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-26 00:00:00,2017-12-28 02:05:00,nan,nan,-0.45,-11.43,nan,31.681,46,39.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-27 00:00:00,2017-12-29 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-27 00:00:00,2017-12-29 03:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-28 00:00:00,2017-12-30 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-28 00:00:00,2017-12-30 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-29 00:00:00,2017-12-31 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-29 00:00:00,2017-12-31 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-30 00:00:00,2018-01-01 03:05:00,nan,nan,0.31,-10.93,nan,25.067,70,16.272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-30 00:00:00,2018-01-01 03:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2017-12-31 00:00:00,2018-01-02 02:04:00,nan,nan,0.77,-8.19,nan,35.157,56,59.735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2017-12-31 00:00:00,2018-01-02 02:04:00,nan,nan,0.77,-8.19,nan,35.157,56,59.735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-01 00:00:00,2018-01-03 03:06:00,nan,nan,-1.4,-6.1,nan,22.487,56,36.011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-01 00:00:00,2018-01-03 03:06:00,nan,nan,-1.4,-6.1,nan,22.487,56,36.011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-02 00:00:00,2018-01-04 02:06:00,nan,nan,1.81,-8.5,nan,31.661,71,44.611,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-02 00:00:00,2018-01-04 02:06:00,nan,nan,2.33,-3.35,nan,32.549,49,49.415,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-03 00:00:00,2018-01-05 02:06:00,nan,nan,-0.68,-8.71,nan,19.457,56,52.554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-03 00:00:00,2018-01-05 02:06:00,nan,nan,-0.68,-8.71,nan,19.457,56,52.554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-04 00:00:00,2018-01-06 01:06:00,nan,nan,14.14,-3.52,nan,28.894,65,26.534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-04 00:00:00,2018-01-06 01:06:00,nan,nan,14.14,-3.52,nan,28.894,65,26.534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-05 00:00:00,2018-01-07 02:05:00,nan,nan,-0.84,-9.32,nan,15.528,80,66.299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-05 00:00:00,2018-01-07 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-06 00:00:00,2018-01-08 01:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-06 00:00:00,2018-01-08 01:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-07 00:00:00,2018-01-09 02:05:00,nan,nan,1.02,-1.39,nan,36.243,48,65.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-07 00:00:00,2018-01-09 02:05:00,nan,nan,1.02,-1.39,nan,36.243,48,65.542,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-08 00:00:00,2018-01-11 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-08 00:00:00,2018-01-11 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-09 00:00:00,2018-01-12 16:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-09 00:00:00,2018-01-12 16:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-01-10 00:00:00,2018-01-12 16:03:00,nan,nan,0.1,-14.43,nan,20.045,66,45.248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-01-10 00:00:00,2018-01-12 16:03:00,nan,nan,0.1,-14.43,nan,20.045,66,45.248,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
